City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,San-Pedro,CI,4.7485,-6.6363,81.88,77,92,10.47,light rain
349,Zyryanka,RU,65.75,150.85,54.34,46,0,27.42,clear sky
350,Leningradskiy,RU,69.3833,178.4167,33.51,94,100,10.04,overcast clouds
351,Morros,BR,-9.4467,-46.3003,91.09,31,88,10.11,overcast clouds
352,Hudesti,RO,48.15,26.5,63.52,84,100,4.61,overcast clouds
353,Kendal,GB,54.3268,-2.7476,66.72,68,13,7.43,few clouds
354,Batemans Bay,AU,-35.7167,150.1833,49.91,68,45,5.19,scattered clouds
355,Ulaangom,MN,49.9811,92.0667,49.08,41,24,30.6,few clouds
356,Esna,EG,25.2934,32.554,89.44,14,10,14.67,clear sky
357,Ulladulla,AU,-35.35,150.4667,51.1,65,57,6.26,broken clouds
358,Buraydah,SA,26.326,43.975,109.85,6,16,5.32,few clouds
359,Grand Gaube,MU,-20.0064,57.6608,74.37,82,6,1.99,clear sky
360,Kodinsk,RU,58.6881,99.1844,42.94,55,72,2.93,broken clouds
361,Dungarvan,IE,52.0881,-7.6253,63.61,83,89,8.08,overcast clouds
362,Vaitape,PF,-16.5167,-151.75,80.92,73,99,8.34,overcast clouds
363,Hay River,CA,60.8156,-115.7999,44.58,87,75,3.44,fog
364,Mombetsu,JP,44.3525,143.3525,53.67,68,0,5.84,clear sky
365,Jutai,BR,-5.1833,-68.9,88.11,62,86,1.79,overcast clouds
366,San Policarpo,PH,12.1791,125.5072,78.48,88,99,4.27,light rain
367,Sorong,ID,-0.8833,131.25,77.83,91,92,5.79,overcast clouds
368,Pacific Grove,US,36.6177,-121.9166,66.25,76,20,5.01,few clouds
369,Port Blair,IN,11.6667,92.75,84.18,77,100,12.06,overcast clouds
370,Provideniya,RU,64.3833,-173.3,36.66,92,100,4.41,overcast clouds
371,Carauari,BR,-4.8828,-66.8958,87.64,62,53,3.18,broken clouds
372,Leh,IN,34.1667,77.5833,53.31,34,82,4.03,broken clouds
373,Grindavik,IS,63.8424,-22.4338,53.56,93,90,21.79,light intensity drizzle rain
374,Ahipara,NZ,-35.1667,173.1667,59.52,86,100,16.8,moderate rain
375,Casablanca,MA,33.5928,-7.6192,77.22,64,0,17.0,clear sky
376,Belmonte,BR,-15.8631,-38.8828,82.9,67,38,10.18,scattered clouds
377,Pontianak,ID,-0.0333,109.3333,78.78,94,75,2.57,broken clouds
378,Pokaran,IN,26.9167,71.9167,98.82,28,14,5.1,few clouds
379,Trelew,AR,-43.249,-65.3051,52.29,40,1,25.17,clear sky
380,Manaquiri,BR,-3.3167,-60.35,86.49,55,12,5.95,moderate rain
381,Mandal,IN,25.45,74.5667,82.44,52,87,12.26,overcast clouds
382,Camapua,BR,-19.5314,-54.0439,92.25,17,21,12.19,few clouds
383,Lompoc,US,34.6391,-120.4579,69.13,87,90,1.01,mist
384,Constitucion,CL,-35.3333,-72.4167,57.4,53,69,10.07,broken clouds
385,Road Town,VG,18.4167,-64.6167,84.24,70,20,13.8,few clouds
386,Galveston,US,29.3669,-94.9669,87.06,78,40,1.01,scattered clouds
387,Virginia Beach,US,36.8529,-75.978,87.06,68,75,0.0,broken clouds
388,Coquimbo,CL,-29.9533,-71.3436,60.53,77,75,3.78,broken clouds
389,Grajau,BR,-5.8194,-46.1386,89.51,45,10,7.11,clear sky
390,Mathbaria,BD,22.2876,89.9593,85.66,82,100,11.01,overcast clouds
391,Lasa,IT,46.6166,10.7002,65.62,79,62,1.9,light rain
392,Chokwe,MZ,-24.5333,32.9833,60.44,81,52,5.68,broken clouds
393,Chegdomyn,RU,51.1167,133.0167,40.42,89,31,2.06,scattered clouds
394,Sri Aman,MY,1.2376,111.4621,78.85,94,81,0.0,moderate rain
395,Tsiroanomandidy,MG,-18.7667,46.0333,62.55,70,21,3.24,few clouds
396,Werda,BW,-25.2667,23.2833,55.53,29,0,9.51,clear sky
397,Turbat,PK,26.0023,63.044,85.12,67,0,9.22,clear sky
398,Katherine,AU,-14.4667,132.2667,62.92,55,4,6.11,clear sky
399,Mandalgovi,MN,45.7625,106.2708,68.07,26,100,12.88,overcast clouds
400,Altay,CN,47.8667,88.1167,45.91,69,6,10.94,clear sky
401,Nyurba,RU,63.2842,118.3319,47.07,75,100,3.74,overcast clouds
402,Northam,GB,51.0333,-4.2167,66.15,88,97,4.81,overcast clouds
403,Nouakchott,MR,18.0858,-15.9785,103.93,44,7,15.28,clear sky
404,Calabozo,VE,8.9242,-67.4293,74.77,94,100,6.98,overcast clouds
405,Port Hueneme,US,34.1478,-119.1951,75.13,81,90,3.44,overcast clouds
406,Cruz Alta,BR,-28.6386,-53.6064,82.38,51,98,15.19,overcast clouds
407,Knin,HR,44.0439,16.2,78.67,58,2,4.85,clear sky
408,Yaan,NG,7.3833,8.5667,78.46,77,76,8.08,broken clouds
409,Assiniboia,CA,49.6334,-105.9845,78.62,22,96,16.6,overcast clouds
410,Calca,PE,-13.3333,-71.95,61.95,55,24,4.25,few clouds
411,Ankara,TR,39.9199,32.8543,61.99,46,75,3.0,broken clouds
412,Jibuti,DJ,11.5,42.5,85.42,40,0,10.94,clear sky
413,Buin,CL,-33.7333,-70.75,62.92,37,61,2.08,broken clouds
414,Zavetnoye,RU,47.1194,43.8903,58.14,83,100,5.68,light rain
415,Ostrovnoy,RU,68.0531,39.5131,43.7,78,83,15.61,broken clouds
416,Panaba,MX,21.2833,-88.2667,93.33,43,94,9.35,overcast clouds
417,Port Hardy,CA,50.6996,-127.4199,50.0,93,90,2.3,light rain
418,Tual,ID,-5.6667,132.75,80.91,78,94,18.41,overcast clouds
419,Tabas,IR,33.5959,56.9244,100.98,6,0,7.87,clear sky
420,Talnakh,RU,69.4865,88.3972,26.26,97,94,3.69,overcast clouds
421,Ketchikan,US,55.3422,-131.6461,48.18,94,100,5.57,moderate rain
422,Vangaindrano,MG,-23.35,47.6,67.91,88,19,9.31,light rain
423,Tadine,NC,-21.55,167.8833,71.2,82,95,4.18,light rain
424,Hervey Bay,AU,-25.2986,152.8535,56.03,82,0,3.0,clear sky
425,Sechelt,CA,49.4664,-123.7694,60.84,80,83,4.79,broken clouds
426,Odweyne,SO,9.4092,45.064,78.62,49,44,13.53,scattered clouds
427,Khandyga,RU,62.6667,135.6,57.52,56,39,2.91,scattered clouds
428,Berezanka,UA,46.8526,31.388,65.55,60,76,5.61,broken clouds
429,Safut,JO,32.0336,35.8332,74.98,49,0,7.52,clear sky
430,Soure,BR,-0.7167,-48.5233,83.75,72,2,9.48,clear sky
431,Bolshoye Nagatkino,RU,54.5196,47.9679,70.77,81,80,10.13,broken clouds
432,Oussouye,SN,12.485,-16.5469,96.98,52,92,11.79,overcast clouds
433,Salinopolis,BR,-0.6136,-47.3561,85.53,66,10,11.83,clear sky
434,Santa Maria,BR,-29.6842,-53.8069,85.3,42,0,14.32,clear sky
435,Palmer,US,42.1584,-72.3287,89.15,52,20,5.01,few clouds
436,Churachandpur,IN,24.3333,93.6667,65.44,97,77,0.87,broken clouds
437,Klichka,RU,50.4457,117.996,55.67,52,17,1.59,few clouds
438,Dingle,PH,10.9995,122.6711,76.28,93,46,2.13,light rain
439,Marabba,SD,12.35,32.1833,88.99,43,54,14.25,light rain
440,Abdulino,RU,53.7,53.6667,54.39,71,62,7.0,broken clouds
441,Barentu,ER,15.1139,37.5928,93.36,17,53,12.21,broken clouds
442,Galle,LK,6.0367,80.217,80.22,85,82,12.53,broken clouds
443,Dudinka,RU,69.4058,86.1778,30.02,94,99,6.35,overcast clouds
444,Cayenne,GF,4.9333,-52.3333,82.44,86,75,7.0,broken clouds
445,Paraibano,BR,-6.4331,-43.9836,91.92,34,37,7.99,scattered clouds
446,Hobyo,SO,5.3505,48.5268,78.96,80,13,24.29,few clouds
447,Nola,IT,40.922,14.5329,77.31,45,98,3.0,overcast clouds
448,Merauke,ID,-8.4667,140.3333,74.95,87,89,9.66,overcast clouds
449,South Sioux City,US,42.4739,-96.4136,90.75,41,1,5.99,clear sky
450,Vao,NC,-22.6667,167.4833,71.17,82,100,23.53,overcast clouds
451,Kumluca,TR,36.3703,30.2869,71.47,62,22,5.21,few clouds
452,Mareeba,AU,-17.0,145.4333,63.32,90,58,2.15,broken clouds
453,La Massana,AD,42.5667,1.4833,64.15,76,99,2.53,overcast clouds
454,Floro,NO,61.5996,5.0328,59.97,94,75,6.91,light rain
455,Neuquen,AR,-38.9516,-68.0591,55.29,41,0,9.22,clear sky
456,San Diego De La Union,MX,21.4667,-100.8667,76.1,38,65,2.46,broken clouds
457,Dali,CN,25.7,100.1833,63.36,83,31,3.58,scattered clouds
458,Yingcheng,CN,30.95,113.55,77.05,84,0,7.29,clear sky
459,Moron,AR,-34.6534,-58.6198,60.96,61,100,9.48,overcast clouds
460,Doha,QA,25.2867,51.5333,107.58,16,0,10.36,clear sky
461,Solginskiy,RU,61.05,41.3428,69.37,59,14,2.48,few clouds
462,Imbituba,BR,-28.24,-48.6703,76.89,56,0,10.98,clear sky
463,Consuegra,ES,39.4625,-3.608,66.74,44,100,11.68,overcast clouds
464,Lakefield,US,43.6775,-95.1717,89.31,33,1,15.21,clear sky
465,Lavumisa,SZ,-27.31,31.892,60.12,76,30,3.38,scattered clouds
466,Acapulco,MX,16.8634,-99.8901,89.42,62,40,5.79,scattered clouds
467,Maryborough,AU,-25.5333,152.7,55.11,85,0,4.68,clear sky
468,Vanimo,PG,-2.6741,141.3028,75.22,87,68,4.0,broken clouds
469,Tahlequah,US,35.9154,-94.97,77.43,73,1,4.61,clear sky
470,Basco,PH,20.4487,121.9702,83.93,82,100,19.24,overcast clouds
471,Kuching,MY,1.55,110.3333,77.22,94,20,1.14,few clouds
472,Seoul,KR,37.5683,126.9778,65.71,91,75,3.24,mist
473,Sembakung,ID,3.8167,117.25,74.93,94,100,1.19,overcast clouds
474,Qujing,CN,25.4833,103.7833,61.63,87,70,2.46,broken clouds
475,Bandar-E Lengeh,IR,26.5579,54.8807,93.31,62,0,4.61,clear sky
476,Antsohihy,MG,-14.8796,47.9875,73.83,87,83,3.0,light rain
477,Ratnagiri,IN,16.9833,73.3,80.87,82,97,3.4,overcast clouds
478,Srednekolymsk,RU,67.45,153.6833,59.81,42,4,17.07,clear sky
479,Harper,LR,4.375,-7.7169,80.98,82,52,10.07,light rain
480,Torbay,CA,47.6666,-52.7314,58.87,90,90,8.05,mist
481,Kukuna,SL,9.4,-12.6667,90.19,56,49,6.73,light rain
482,Sola,VU,-13.8833,167.55,79.18,74,89,9.35,overcast clouds
483,San Quintin,MX,30.4833,-115.95,67.71,65,10,8.77,clear sky
484,Kifri,IQ,34.6959,44.9661,95.52,11,0,11.61,clear sky
485,Grand Baie,MU,-20.0182,57.5802,74.44,82,7,1.99,clear sky
486,Peterhead,GB,57.5058,-1.7981,68.45,80,2,13.53,clear sky
487,Danielskuil,ZA,-28.1887,23.5395,47.82,20,0,8.37,clear sky
488,San Isidro,PE,-12.1167,-77.05,66.25,92,90,9.71,overcast clouds
489,Camacha,PT,33.0833,-16.3333,66.96,64,75,14.97,broken clouds
490,Praia,CV,14.9215,-23.5087,82.94,51,0,27.63,clear sky
491,Aksarka,RU,66.5606,67.7975,46.85,47,86,11.36,overcast clouds
492,Thinadhoo,MV,0.5333,72.9333,83.07,78,100,14.83,overcast clouds
493,Henties Bay,NA,-22.116,14.2845,71.62,42,0,8.08,clear sky
494,Abu Samrah,SY,35.3029,37.1841,77.68,32,0,14.07,clear sky
495,Margate,GB,51.3813,1.3862,71.46,82,57,6.24,broken clouds
496,Panguipulli,CL,-39.6333,-72.3333,38.91,78,81,0.78,broken clouds
497,Port Lincoln,AU,-34.7333,135.8667,57.94,92,63,11.92,broken clouds
498,Kayerkan,RU,69.3497,87.7602,25.16,96,94,3.67,overcast clouds
499,Ornskoldsvik,SE,63.2909,18.7153,73.22,46,90,4.54,overcast clouds
500,Vermilion,US,40.1667,-87.7506,84.72,43,40,3.0,scattered clouds
501,Kailua,US,21.4022,-157.7394,76.14,69,21,16.2,few clouds
502,Arrifes,PT,37.7667,-25.7,66.45,73,20,11.5,few clouds
503,Sorland,NO,67.667,12.6934,48.58,86,18,16.28,few clouds
504,Alice Springs,AU,-23.7,133.8833,40.55,70,0,5.61,clear sky
505,Maues,BR,-3.3836,-57.7186,86.74,67,30,2.53,scattered clouds
506,Wamba,NG,8.9333,8.6,81.16,71,91,3.87,overcast clouds
507,Karasjok,NO,69.4719,25.5112,50.11,36,11,12.37,few clouds
508,Dalbandin,PK,28.8947,64.4101,94.44,11,0,10.96,clear sky
509,Atikokan,CA,48.7555,-91.6216,83.19,44,26,4.07,scattered clouds
510,Quesnel,CA,52.9999,-122.5029,54.1,71,75,4.61,broken clouds
511,Ocos,GT,14.5094,-92.1933,93.31,69,100,5.77,overcast clouds
512,Parsons,US,37.3403,-95.2611,80.98,67,77,11.81,broken clouds
513,Bella Vista,US,36.4295,-94.2316,78.06,72,1,1.01,clear sky
514,Tessalit,ML,20.1986,1.0114,109.18,6,0,17.74,clear sky
515,Kashi,CN,39.4547,75.9797,83.41,15,40,4.25,scattered clouds
516,Denia,ES,38.8408,0.1057,73.54,86,60,7.0,broken clouds
517,Komsomolskiy,UZ,40.4272,71.7189,86.72,26,16,9.22,few clouds
518,Manokwari,ID,-0.8667,134.0833,77.45,83,100,4.45,overcast clouds
519,Kattivakkam,IN,13.2167,80.3167,86.07,84,100,12.5,overcast clouds
520,Siilinjarvi,FI,63.0833,27.6667,75.22,38,0,2.15,clear sky
521,Labuhan,ID,-6.8844,112.2051,79.61,82,50,7.07,scattered clouds
522,Lethbridge,CA,49.7,-112.8186,73.85,21,40,3.0,scattered clouds
523,Lodwar,KE,3.1191,35.5973,90.45,32,37,11.54,scattered clouds
524,Ontario,US,34.0633,-117.6509,85.39,72,40,5.75,haze
525,Inongo,CD,-1.95,18.2667,77.23,63,42,3.91,scattered clouds
526,Arroyo,ES,41.6096,-4.7969,78.15,25,0,1.01,clear sky
527,Kabare,CD,-2.4683,28.8242,62.44,93,80,2.89,broken clouds
528,Tezu,IN,27.9167,96.1667,71.51,97,99,3.22,overcast clouds
529,Gotsu,JP,35.0,132.2167,63.25,72,100,4.68,overcast clouds
530,Makat,KZ,47.6469,53.3463,78.89,39,74,17.07,broken clouds
531,Onega,RU,63.9061,38.1404,66.76,51,70,2.8,broken clouds
532,Takoradi,GH,4.8845,-1.7554,82.27,73,56,11.79,broken clouds
533,Grenfell,AU,-33.9,148.1667,35.91,74,65,2.19,broken clouds
534,Sungaipenuh,ID,-2.0833,101.3833,64.33,96,66,1.1,broken clouds
535,Podhum,BA,43.7231,17.0011,69.08,73,37,5.19,scattered clouds
536,Talara,PE,-4.5772,-81.2719,75.96,69,0,17.27,clear sky
537,Slave Lake,CA,55.2834,-114.769,57.18,67,1,9.22,clear sky
538,Chapayevka,UA,47.4711,36.3451,62.04,79,100,6.53,overcast clouds
539,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,61,75,9.13,broken clouds
540,Kununurra,AU,-15.7667,128.7333,62.58,51,24,0.0,few clouds
541,Lillooet,CA,50.6856,-121.942,59.76,60,100,4.81,overcast clouds
542,Wajir,KE,1.7471,40.0573,85.89,41,98,10.36,overcast clouds
543,Willmar,US,45.1219,-95.0433,92.88,34,40,10.36,scattered clouds
544,Puerto El Triunfo,SV,13.2833,-88.55,89.76,64,63,10.45,broken clouds
545,Moroni,KM,-11.7022,43.2551,77.09,81,71,18.14,light rain
546,Alugan,PH,12.2188,125.4808,78.04,89,99,4.21,overcast clouds
547,Olot,ES,42.181,2.4901,76.8,10,100,2.44,overcast clouds
548,Sumenep,ID,-7.0167,113.8667,79.84,78,47,7.85,scattered clouds
549,Gigmoto,PH,13.7796,124.39,81.5,81,64,5.73,broken clouds
550,Koungheul,SN,13.9833,-14.8,106.74,19,75,7.09,broken clouds
551,Hofn,IS,64.2539,-15.2082,48.67,82,98,5.75,overcast clouds
552,Mugur-Aksy,RU,50.35,90.5,32.23,69,33,9.93,snow
553,Edd,ER,13.9297,41.6925,90.41,62,5,7.9,clear sky
554,Darnah,LY,32.767,22.6367,71.06,68,4,16.4,clear sky
555,Aguimes,ES,27.9054,-15.4461,70.75,71,20,26.46,few clouds
556,Wewak,PG,-3.5534,143.6268,76.24,90,23,7.85,few clouds
557,Bumbuna,SL,9.05,-11.7333,86.7,68,83,2.64,light rain
558,Guadalupe Y Calvo,MX,26.1,-106.9667,73.53,22,0,6.38,clear sky
559,Adrar,MR,20.5022,-10.0711,104.23,12,3,18.95,clear sky
560,Pangkalanbuun,ID,-2.6833,111.6167,77.94,88,70,2.57,broken clouds
561,Apen,DE,53.2167,7.8,70.32,90,100,7.74,overcast clouds
562,Tilichiki,RU,60.4667,166.1,39.6,87,99,0.27,overcast clouds
563,Masvingo,ZW,-20.0637,30.8277,48.6,84,84,5.41,broken clouds
564,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,3.44,broken clouds
565,Paracuru,BR,-3.41,-39.0306,87.82,56,0,11.95,clear sky
566,Itaituba,BR,-4.2761,-55.9836,93.36,55,40,4.27,scattered clouds
567,Svetlyy,RU,54.675,20.1347,66.25,75,19,7.07,few clouds
568,Cacu,BR,-18.5567,-51.1308,89.51,22,31,10.92,scattered clouds
569,Boyolangu,ID,-8.1181,111.8935,76.1,93,74,2.42,broken clouds
570,Lagoa,PT,39.05,-27.9833,63.16,80,0,1.92,clear sky
571,Vizinga,RU,61.0749,50.1031,67.91,54,39,5.41,scattered clouds
572,Nishihara,JP,26.1842,127.7558,78.85,97,75,8.97,broken clouds
573,Clonakilty,IE,51.6231,-8.8706,63.09,78,91,8.05,overcast clouds
574,Syedove,UA,47.0768,38.156,66.99,76,100,17.07,overcast clouds
575,Bambanglipuro,ID,-7.95,110.2833,61.61,91,81,4.65,broken clouds
576,Baoqing,CN,46.3317,132.2111,52.66,91,97,3.15,overcast clouds
577,Nampula,MZ,-15.1165,39.2666,67.95,77,75,9.22,broken clouds
578,Yagodnoye,RU,62.55,149.6667,44.47,69,49,7.16,scattered clouds
579,Bilibino,RU,68.0546,166.4372,54.19,56,89,6.4,overcast clouds
580,Pilna,RU,55.5539,45.9219,59.61,83,44,8.3,scattered clouds
581,Innisfail,AU,-17.5333,146.0333,65.16,81,68,5.41,broken clouds
582,Konongo,GH,6.6167,-1.2167,88.56,49,64,6.51,broken clouds
583,Dryden,CA,49.7833,-92.7503,77.29,50,1,8.05,clear sky
584,Farafangana,MG,-22.8167,47.8333,70.81,84,73,12.24,light rain
585,Boguchany,RU,58.3814,97.4531,43.48,56,88,2.89,overcast clouds
586,Coxim,BR,-18.5067,-54.76,95.13,19,22,12.15,few clouds
587,Burgersdorp,ZA,-30.9977,26.3286,45.3,25,0,2.39,clear sky
588,Zhenlai,CN,45.8495,123.2973,53.46,85,82,6.91,broken clouds
589,Fairbanks,US,64.8378,-147.7164,56.08,67,1,5.75,clear sky
590,Bibiani,GH,6.4635,-2.3194,86.23,58,55,5.03,broken clouds
591,Kachiry,KZ,53.0675,76.1036,54.48,56,3,5.14,clear sky
592,Namatanai,PG,-3.6667,152.4333,79.2,84,33,7.05,light rain
593,Nhulunbuy,AU,-12.2333,136.7667,74.01,73,44,9.22,scattered clouds
594,Beringovskiy,RU,63.05,179.3167,40.95,81,100,7.9,overcast clouds
595,Mackay,AU,-21.15,149.2,52.68,87,7,6.91,clear sky
596,Mahanoro,MG,-19.9,48.8,72.9,88,45,0.22,light rain
597,Kirensk,RU,57.7853,108.1119,51.66,96,100,8.14,moderate rain
598,Baza,ES,37.4907,-2.7726,67.73,70,99,1.7,overcast clouds
599,Inta,RU,66.0317,60.1659,54.7,65,100,3.74,overcast clouds
600,Praya,CV,14.9215,-23.5087,82.94,51,0,27.63,clear sky
601,Weligama,LK,5.9667,80.4167,79.07,87,82,11.18,broken clouds
602,Bereda,ES,43.2686,-7.5406,72.41,63,8,7.36,clear sky
603,Ghanzi,BW,-21.5667,21.7833,55.53,41,0,9.48,clear sky
604,Kalmunai,LK,7.4167,81.8167,80.78,78,83,3.94,broken clouds
605,Camabatela,AO,-8.1881,15.375,69.17,41,100,4.83,overcast clouds
606,Mazagao,BR,-0.115,-51.2894,91.45,56,12,5.82,few clouds
607,Hopelchen,MX,19.7667,-89.85,87.08,36,98,5.93,overcast clouds
608,Matcha,RU,54.6335,42.3501,59.5,91,83,10.38,broken clouds
609,Lindi,TZ,-10.0,39.7167,74.64,74,21,6.49,few clouds
610,Bukama,CD,-9.2,25.85,81.7,37,46,6.11,scattered clouds
611,Guozhen,CN,34.3659,107.359,74.55,40,38,3.71,scattered clouds
612,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.54,80,11,12.71,few clouds
613,Cervo,ES,43.6702,-7.4101,73.2,72,6,9.69,clear sky
614,Salamanca,ES,40.8333,-6.0,79.0,21,23,12.41,few clouds
615,Kisangani,CD,0.5167,25.2,80.96,83,75,2.3,moderate rain
616,Puerto Madero,MX,14.7208,-92.4215,79.0,100,75,6.91,broken clouds
617,Soe,ID,-9.8607,124.284,64.67,95,36,3.94,scattered clouds
618,Pahrump,US,36.2083,-115.9839,96.69,16,0,1.01,clear sky
619,Teguise,ES,29.0605,-13.564,71.82,50,20,21.72,few clouds
620,Inverell,AU,-29.7833,151.1167,40.15,84,35,1.99,scattered clouds
621,Saint-Georges,GD,12.0564,-61.7485,76.68,94,75,18.41,broken clouds
622,Troon,GB,55.5436,-4.6634,66.02,73,40,12.66,scattered clouds
623,Gulu,UG,2.7746,32.299,67.19,90,50,3.56,light rain
624,Kimbe,PG,-5.5502,150.1429,74.62,92,93,4.63,overcast clouds
625,Banjar,ID,-8.19,114.9675,80.46,90,59,2.04,broken clouds
626,Cairns,AU,-16.9167,145.7667,67.95,82,40,6.91,scattered clouds
627,Concord,US,37.978,-122.0311,72.05,56,1,3.0,clear sky
628,Meulaboh,ID,4.1363,96.1285,76.66,85,100,3.74,overcast clouds
629,Salalah,OM,17.0151,54.0924,84.29,84,40,5.75,scattered clouds
630,Shemonaikha,KZ,50.6328,81.9056,46.72,77,29,1.52,scattered clouds
631,Gunjur,GM,13.2019,-16.7339,87.87,58,97,14.79,overcast clouds
632,Besancon,FR,47.2488,6.0182,66.65,96,100,5.06,overcast clouds
633,Honiara,SB,-9.4333,159.95,77.16,85,82,2.73,broken clouds
634,Rognan,NO,67.0953,15.3878,66.76,46,8,5.88,clear sky
635,Lufilufi,WS,-13.8745,-171.5986,73.18,76,17,3.94,light rain
636,Jalu,LY,29.0331,21.5482,87.71,14,0,11.25,clear sky
637,Erzincan,TR,39.75,39.5,72.7,28,40,6.91,scattered clouds
638,Mbanza-Ngungu,CD,-5.25,14.8667,76.12,67,69,4.34,broken clouds
639,Vitim,RU,59.4511,112.5578,51.4,92,100,7.09,light rain
640,Uyskoye,RU,54.3775,60.0047,52.83,57,0,4.0,clear sky
641,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,67,40,12.12,scattered clouds
642,Ojinaga,MX,29.5667,-104.4167,87.57,34,1,3.44,clear sky
643,Namie,JP,37.4833,141.0,66.72,94,100,3.96,overcast clouds
644,La Ronge,CA,55.1001,-105.2842,68.22,55,75,6.91,broken clouds
645,Mehamn,NO,71.0357,27.8492,42.35,75,62,17.09,broken clouds
646,Gola Gokarannath,IN,28.0833,80.4667,92.43,30,49,8.16,scattered clouds
647,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,89.2,56,30,4.34,scattered clouds
648,Ternate,ID,0.8,127.4,80.67,79,67,4.45,broken clouds
649,Pasuquin,PH,18.3328,120.6177,82.04,79,100,8.95,overcast clouds
650,La Primavera,CO,5.4906,-70.4092,82.42,76,79,4.16,broken clouds
651,North Platte,US,41.1239,-100.7654,84.33,59,1,0.0,clear sky
652,Abha,SA,18.2164,42.5053,75.45,50,0,5.35,clear sky
653,Minab,IR,27.1467,57.0801,90.9,65,0,4.92,clear sky
654,Akdepe,TM,42.0551,59.3788,93.29,34,0,18.14,clear sky
655,Moa,CU,20.6569,-74.9403,85.15,66,43,15.21,scattered clouds
656,Lusambo,CD,-4.9667,23.45,83.61,43,90,1.54,overcast clouds
657,Yining,CN,29.0361,114.5636,64.69,78,12,2.44,few clouds
658,Marolambo,MG,-20.05,48.1167,63.64,98,55,2.21,light rain
659,Arman,RU,59.7,150.1667,40.68,94,100,8.9,light rain
660,Novikovo,RU,51.1537,37.8879,55.89,95,99,5.7,light rain
661,Kremenchuk,UA,49.0973,33.4197,61.52,80,48,7.47,scattered clouds
662,Maridi,SS,4.9158,29.4742,71.06,90,80,0.18,light rain
663,Kutum,SD,14.2,24.6667,88.56,13,21,13.78,few clouds
664,Mayo,US,38.8876,-76.5119,91.36,49,1,1.99,clear sky
665,Sechura,PE,-5.5569,-80.8222,76.35,59,23,7.2,few clouds
666,Lavrentiya,RU,65.5833,-171.0,32.27,90,96,9.62,overcast clouds
667,Pascagoula,US,30.3658,-88.5561,80.6,79,90,11.1,overcast clouds
668,Hovd,MN,48.0056,91.6419,53.89,30,20,13.82,few clouds
669,Caravelas,BR,-17.7125,-39.2481,78.57,73,33,8.43,scattered clouds
670,Talaya,RU,61.3833,152.75,39.0,78,89,6.2,overcast clouds
671,Poopo,BO,-18.3667,-66.9667,52.97,24,8,11.95,clear sky
672,Mattru,SL,7.6244,-11.8332,82.11,83,99,3.94,moderate rain
673,Chiredzi,ZW,-21.05,31.6667,58.77,61,74,5.39,broken clouds
674,Melfi,IT,40.9965,15.6514,81.16,45,95,6.29,overcast clouds
675,Gambela,ET,8.25,34.5833,77.52,72,34,1.16,light rain
676,Nicolas Bravo,MX,18.45,-88.9167,88.95,55,100,6.13,overcast clouds
677,San Rafael,AR,-34.6177,-68.3301,53.89,52,0,7.05,clear sky
678,Gobabis,NA,-22.45,18.9667,54.99,37,0,11.34,clear sky
679,Touros,BR,-5.1989,-35.4608,86.9,61,14,16.55,few clouds
680,Izumo,JP,35.3667,132.7667,67.95,74,100,5.88,overcast clouds
681,Husavik,IS,66.0449,-17.3389,64.31,73,53,8.9,broken clouds
682,Grand-Bourg,GP,15.8835,-61.3148,90.45,77,100,18.12,overcast clouds
683,Muriti,TZ,-1.9833,32.9167,80.71,64,73,0.81,broken clouds
684,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,53,0,16.11,clear sky
685,Warrnambool,AU,-38.3833,142.4833,51.82,83,90,11.41,overcast clouds
686,Tarpon Springs,US,28.1461,-82.7568,90.12,68,40,3.0,scattered clouds
687,Aden,YE,12.7794,45.0367,91.15,55,4,3.53,clear sky
688,Khani,GE,41.9563,42.9566,56.77,98,88,2.1,overcast clouds
689,Adre,TD,13.4667,22.2,92.5,15,91,5.55,overcast clouds
690,Grand Forks,US,47.9417,-97.4337,81.59,55,40,4.61,scattered clouds
691,Sept-Iles,CA,50.2001,-66.3821,52.25,96,90,3.0,overcast clouds
692,Alekseyevka,RU,50.6309,38.6903,56.01,95,100,4.85,overcast clouds
693,San Jeronimo,PE,-11.9472,-75.2829,60.84,43,11,3.56,few clouds
694,San Andres,CO,12.5847,-81.7006,87.82,66,20,13.8,few clouds
695,Verkhnyaya Inta,RU,65.9811,60.3094,54.12,68,100,2.77,overcast clouds
696,Gayeri,BF,12.6497,0.4931,103.78,21,31,7.16,scattered clouds
697,Custodia,BR,-8.0875,-37.6431,83.35,48,37,15.7,scattered clouds
698,Bouca,CF,6.5105,18.2733,72.57,91,70,3.94,broken clouds
699,Port Macquarie,AU,-31.4333,152.9167,45.37,80,32,4.9,scattered clouds
700,Okha,RU,53.5739,142.9478,34.34,97,100,14.32,light rain
701,Morwa,IN,22.9,73.8333,83.37,61,94,2.98,overcast clouds
